id,ref_number,first_author,effect_measure,outcome_type,type,totalpersons,personyrs,dose,RR,logrr,cases,uci_effect,lci_effect,se
7,234,Larsson et al.,hr,Both,ci,1032,58590,8.17,0.91,-0.09431067947124129,45,1.59,0.51,0.2900763938687233
7,234,Larsson et al.,hr,Both,ci,1983,112654,18.38,0.61,-0.4942963218147801,58,1.06,0.35,0.28268147817080685
7,234,Larsson et al.,hr,Both,ci,2369,134547,30.63,0.59,-0.527632742082372,67,1.02,0.34,0.28026338681063107
8,255,Thune et al.,hr,Both,ci,16976,271728,0,1,0,38,NA,NA,NA
8,255,Thune et al.,hr,Both,ci,48140,769633,14,1.31,0.2700271372130602,146,1.87,0.92,0.18095231478756052
8,255,Thune et al.,hr,Both,ci,16341,264247,28,1.06,0.058268908123975824,40,1.65,0.68,0.22613623916474537
9,267,Wei E.,rr,Both,ir,6517,91240,0.25,1,0,23,NA,NA,NA
9,267,Wei E.,rr,Both,ir,13395,187534,1.92,0.55,-0.5978370007556204,26,0.98,0.55,0.14735839484664173
9,267,Wei E.,rr,Both,ir,8967,125541,5.41,0.79,-0.23572233352106983,25,1.34,0.47,0.26727332912872775
9,267,Wei E.,rr,Both,ir,7014,98198,11.67,1.01,0.009950330853168092,25,1.68,0.61,0.25844610493383385
9,267,Wei E.,rr,Both,ir,10738,150335,28.43,0.95,-0.05129329438755058,36,1.6,0.56,0.2678166876482274
10,292,Nilsen T.,hr,Both,ci,345,109789,0,1,0,41,NA,NA,NA
10,292,Nilsen T.,hr,Both,ci,812,258608,1.31,1.29,0.25464221837358075,76,1.89,0.87,0.19792172267571678
10,292,Nilsen T.,hr,Both,ci,734,233542,2.63,1.03,0.02955880224154443,64,1.56,0.69,0.20810318686639298
10,292,Nilsen T.,hr,Both,ci,646,205687,6.56,1.02,0.01980262729617973,60,1.54,0.68,0.20853569343248746
10,292,Nilsen T.,hr,Both,ci,344,109602,11.81,1.09,0.08617769624105241,53,1.64,0.72,0.21000393764922273
11,296,Howard R.,hr,Both,ci,88611,611416,0,1,0,257,NA,NA,NA
11,296,Howard R.,hr,Both,ci,66905,461645,1.31,0.91,-0.09431067947124129,175,1.11,0.75,0.10001257443208188
11,296,Howard R.,hr,Both,ci,106162,732517,3.94,0.96,-0.040821994520255166,291,1.14,0.81,0.08718254427574472
11,296,Howard R.,hr,Both,ci,132154,911863,9.19,0.85,-0.16251892949777494,329,1.01,0.72,0.08634199416287477
11,296,Howard R.,hr,Both,ci,94888,654727,14.44,0.81,-0.21072103131565253,232,0.98,0.67,0.09701067526729203
12,340,"Murphy, N.",hr,Both,ci,12558,1356890,0,1,0,457,NA,NA,NA
12,340,"Murphy, N.",hr,Both,ci,20222,2184965,15.05,0.97,-0.030459207484708574,662,1.1,0.85,0.06577394057641443
12,340,"Murphy, N.",hr,Both,ci,16185,1748711,21.8,0.97,-0.030459207484708574,490,1.11,0.84,0.07110166428247572
12,340,"Murphy, N.",hr,Both,ci,11269,1217616,31.6,1.06,0.058268908123975824,447,1.23,0.91,0.07686999639594898
13,355,Oyeyemi S. ,hr,Both,ci,3616,51685,4.7,1,0,24,NA,NA,NA
13,355,Oyeyemi S. ,hr,Both,ci,17360,255773,11.4,0.91,-0.09431067947124129,100,1.42,0.58,0.22841849496151892
13,355,Oyeyemi S. ,hr,Both,ci,34208,503850,21.1,0.85,-0.16251892949777494,175,1.3,0.55,0.21944313059022247
13,355,Oyeyemi S. ,hr,Both,ci,20029,289189,30.6,0.87,-0.13926206733350766,99,1.37,0.56,0.22822593735132307
13,355,Oyeyemi S. ,hr,Both,ci,3971,57422,54.5,1.19,0.17395330712343798,28,2.05,0.69,0.2777866030014533
14,91,Suzuki,hr,Fatal,ci,NA,128676,1.75,1,0,23,NA,NA,NA
14,91,Suzuki,hr,Fatal,ci,NA,164754,5.25,1.06,0.058268908123975824,32,1.52,0.74,0.18362975884248872
14,91,Suzuki,hr,Fatal,ci,NA,801465,12.25,0.73,-0.31471074483970024,137,1.14,0.47,0.2260375327489416
15,332,"Arem, H",hr,Fatal,ci,41165,498097,0,1,0,18,NA,NA,NA
15,332,"Arem, H",hr,Fatal,ci,31095,376250,1.75,1.26,0.23111172096338664,16,2.48,0.64,0.3455537125910971
15,332,"Arem, H",hr,Fatal,ci,74502,901474,7,1.57,0.45107561936021673,47,2.71,0.9,0.2812064811507533
15,332,"Arem, H",hr,Fatal,ci,76049,920193,19.25,1.27,0.23901690047049992,39,2.25,0.72,0.2906773522820004
15,332,"Arem, H",hr,Fatal,ci,70700,855470,33.25,1.63,0.4885800148186709,48,2.84,0.93,0.2847947089369427
